code,name,type
M15.UPB,"endolysin lys ({Clavibacter} phage CMP1)",alternative
M15.UPB,"pcgL g.p. ({Salmonella} sp.)",alternative
M15.UPB,"VanYn peptidase ({Nonomuraea sp. ATCC 39727})",alternative
M15.UPC,"subfamily M15C unassigned peptidases",real
M15.UPC,"CwlK g.p. ({Bacillus subtilis})",alternative
M15.UPC,"mitrecin A ({Streptomyces sp. strain 212})",alternative
M15.UPC,"YcdD g.p. ({Bacillus subtilis})",alternative
M15.UPD,"subfamily M15D unassigned peptidases",real
M15.UPW,"family M15 unassigned peptidases",real
M15.UPW,"TagX peptidoglycan hydrolase ({Acinetobacter baumannii})",alternative
M15.UPW,"ZrlA g.p. ({Acinetobacter baumannii }) putative dAla-dAla carboxypeptidase",alternative
M16.001,pitrilysin,real
M16.001,"{Escherichia coli} protease III",alternative
M16.001,"{Escherichia coli} protease Pi",alternative
M16.001,"protease III ({Escherichia coli})protease Pi ({Escherichia coli})",index
M16.002,insulysin,real
M16.002,insulinase,alternative
M16.002,"insulin-degrading enzyme",alternative
M16.002,"insulin protease",alternative
M16.003,"mitochondrial processing peptidase beta-subunit",real
M16.003,MPP,alternative
M16.003,"PMPCB g.p. ({Homo sapiens})",alternative
M16.003,"processing enhancing protein",alternative
M16.003,PEP,index
M16.004,"chloroplast (stromal) processing peptidase",real
M16.004,"chloroplast processing endopeptidase",alternative
M16.004,"stromal processing peptidase",alternative
M16.004,CPESPP,index
M16.005,nardilysin,real
M16.005,"N-arginine dibasic convertase",alternative
M16.005,"NRDC g.p. ({Homo sapiens})",alternative
M16.005,NRD-convertase,alternative
M16.005,"somatostatin-28 convertase",alternative
M16.005,HGNC:7995,alternative
M16.006,"pqqF protein",real
M16.006,"pqqF g.p. ({Klebsiella pneumoniae})",alternative
M16.006,"pqqE g.p. ({Methylobacterium extorquens})",alternative
M16.006,"pqqF g.p. ({Methylobacterium extorquens})",alternative
M16.007,"Axl1 peptidase",real
M16.007,"Axl1 g.p. ({Saccharomyces cerevisiae})",alternative
M16.008,"Ste23 peptidase",real
M16.008,"Ste23 g.p. ({Saccharomyces cerevisiae})",alternative
M16.009,eupitrilysin,real
M16.009,"Mername-AA013 peptidase",alternative
M16.009,hPreP,alternative
M16.009,"metalloprotease 1",alternative
M16.009,peptidasome,alternative
M16.009,"pitrilysin-like metalloprotease",alternative
M16.009,"PITRM1 g.p. ({Homo sapiens})",alternative
M16.011,falcilysin,real
M16.011,"metalloendopeptidase ({Plasmodium falciparum})",alternative
M16.012,"PreP1 peptidase ({Arabidopsis}-type)",real
M16.012,"AtPreP1 ({Arabidopsis thaliana})",alternative
M16.012,"PreP1 peptidasome",alternative
M16.012,"presequence peptidase",alternative
M16.013,"CYM1 peptidase ({Saccharomyces cerevisiae})",real
M16.013,"Mop112 peptidase",alternative
M16.015,"hydrogenosomal processing peptidase",real
M16.016,"YMXG peptidase",real
M16.016,"BH2405 protein ({Bacillus halodurans})",alternative
M16.016,"ppBH4 peptidase",alternative
M16.016,"RP219 g.p. ({Rickettsia prowazekii})",alternative
M16.017,plinsulysin,real
M16.017,"IDE peptidase ({Lycopersicon esculentum})",alternative
M16.017,"plant insulysin homologue",alternative
M16.018,"PreP2 peptidase ({Arabidopsis}-type)",real
M16.018,"AtPreP2 ({Arabidopsis thaliana})",alternative
M16.018,"PreP2 peptidasome",alternative
M16.019,"YMXG peptidase",real
M16.019,"SPH2681 peptidase ({Sphingomonas} sp. strain A1)",alternative
M16.020,"Iph1 peptidase ({Schizosaccharomyces pombe}) and similar",real
M16.021,toxolysin-1,real
M16.021,"TLN1 g.p. ({Toxoplasma gondii})",alternative
M16.022,toxolysin-4,real
M16.022,"TLN4 g.p. ({Toxoplasma gondii})",alternative
M16.970,"SPH2682 protein ({Sphingomonas} sp. strain A1)",real
M16.971,"mitochondrial processing peptidase non-peptidase alpha subunit",real
M16.971,"PMPCA g.p. ({Homo sapiens})",alternative
M16.973,"ubiquinol-cytochrome c reductase core protein I",real
M16.973,"UCR1_HUMAN protein",alternative
M16.973,"UQCRC1 g.p. ({Homo sapiens})",alternative
M16.974,"ubiquinol-cytochrome c reductase core protein II",real
M16.974,"UCR2_HUMAN protein",alternative
M16.974,"UQCRC2 g.p. ({Homo sapiens})",alternative
M16.975,"Mername-AA224 non-peptidase homologue",real
M16.975,"CAB43319 protein ({Mus musculus})",alternative
M16.977,"mitochondrial processing peptidase beta-like protein",real
M16.978,"protein similar to mitochondrial processing peptidase beta ({Rattus norvegicus})",real
M16.980,"mitochondrial processing peptidase beta subunit domain 2",real
M16.981,"ubiquinol-cytochrome c reductase core protein domain 2",real
M16.982,"insulysin unit 2",real
M16.983,"nardilysin unit 2",real
M16.984,"insulysin unit 3",real
M16.985,"mitochondrial processing peptidase subunit alpha unit 2",real
M16.985,"PMPCA g.p. ({Homo sapiens})",alternative
M16.986,"Fjoh_2253 protein ({Flavobacterium johnsoniae})",real
M16.987,"nardilysin unit 3",real
M16.A01,"At3g57470 ({Arabidopsis thaliana})",real
M16.A02,"At2g41790 ({Arabidopsis thaliana})-like peptidase",real
M16.A03,"At5g56730 ({Arabidopsis thaliana})-like peptidase",real
M16.A04,"insulysin homologue ({Saccharomyces cerevisiae})",real
M16.A05,"PqqL protein ({Escherichi coli})",real
M16.A06,"CG2025 protein ({Drosophila melanogaster})",real
M16.A07,"CG10588 protein ({Drosophila melanogaster})",real
M16.A08,"C02G6.1 g.p. ({Caenorhabditis elegans})",real
M16.A09,"F44E7.4 g.p. ({Caenorhabditis elegans})",real
M16.A10,"C28F5.4 g.p. ({Caenorhabditis elegans})",real
M16.A11,"C02G6.2 g.p. ({Caenorhabditis elegans})",real
M16.A12,"C05D11.1 g.p. ({Caenorhabditis elegans})",real
M16.A13,"Y70C5C.1 g.p. ({Caenorhabditis elegans})",real
M16.A14,"DDB_G0287851 g.p. ({Dictyostelium discoideum})",real
M16.A15,"BSSC8_26020 g.p. ({Bacillus subtilis})",real
M16.A16,"albF g.p. ({Bacillus subtilis})",real
M16.A16,"GYO_4122 ({Bacillus subtilis})",alternative
M16.A17,"DDB_G0287909 g.p. ({Dictyostelium discoideum})",real
M16.A18,"DDB_G0290415 g.p. ({Dictyostelium discoideum})",real
M16.A19,"cym1 g.p. ({Schizosaccharomyces pombe})",real
M16.A19,"SPBC119.17 ({Schizosaccharomyces pombe})",alternative
M16.A20,"ymfH g.p. ({Bacillus subtilis})",real
M16.A20,"BSU16860 ({Bacillus subtilis})",alternative
M16.A21,"PF14_0382 g.p. ({Plasmodium falciparum})",real
M16.A22,"PF11_0189 g.p. ({Plasmodium falciparum})",real
M16.P01,"LOC133083 g.p. ({Homo sapiens})",real
M16.P01,"CAB43319 protein ({Mus musculus})",alternative
M16.P01,"Mername-AA224 non-peptidase homologue",alternative
M16.UNA,"subfamily M16A non-peptidase homologues",real
M16.UNA,"Eta21 g.p. ({Edwardsiella tarda})",alternative
M16.UNB,"subfamily M16B non-peptidase homologues",real
M16.UNC,"subfamily M16C non-peptidase homologues",real
M16.UNW,"family M16 non-peptidase homologues",real
M16.UPA,"subfamily M16A unassigned peptidases",real
M16.UPA,"host range restriction peptidase ({Sinorhizobium meliloti})",alternative
M16.UPA,"HrrP peptidase",alternative
M16.UPA,"toxolysin 4",alternative
M16.UPA,"TLN4 g.p. ({Toxoplasma gondii})",alternative
M16.UPA,"vIDE peptidase ({Vibrio vulnificus})",alternative
M16.UPB,"subfamily M16B unassigned peptidases",real
M16.UPB,"SidC insulin-degrading enzyme ({Vibrio} sp.)",alternative
M16.UPC,"subfamily M16C unassigned peptidases",real
M16.UPW,"family M16 unassigned peptidases",real
M16.UPW,"SPD1 putative peptidase ({Pneumocystis murina})",alternative
M17.001,"leucine aminopeptidase 3",real
M17.001,"cytosol aminopeptidase",alternative
M17.001,"cytosolic Cys-Gly dipeptidase",alternative
M17.001,"HlLAP ({Haemaphysalis longicornis})",alternative
M17.001,"LAP3 g.p. ({Homo sapiens})",alternative
M17.001,"Lap3 g.p. ({Mus musculus})",alternative
M17.001,"leucyl aminopeptidase",alternative
M17.001,"leucyl peptidase",alternative
M17.001,"peptidase S",alternative
M17.001,PEPS,alternative
M17.002,"leucyl aminopeptidase (plant-type)",real
M17.002,"LapA1 ({Lycopersicon esculentum})",alternative
M17.002,"LapA2 ({Lycopersicon esculentum})",alternative
M17.002,"LapN ({Lycopersicon esculentum})",alternative
M17.003,"PepA aminopeptidase",real
M17.003,"aminopeptidase A",alternative
M17.003,"aminopeptidase My",alternative
M17.003,"CarP g.p. ({Escherichia coli})",alternative
M17.003,"leucyl aminopeptidase (bacteria excluding Bacillaceae)",alternative
M17.003,"PepA g.p. ({Escherichia coli})",alternative
M17.003,"XerB g.p. ({Escherichia coli})",alternative
M17.003,"phpA g.p. ({Pseudomonas aeruginosa})",alternative
M17.004,"PepB aminopeptidase",real
M17.004,"PepB g.p. ({Escherichia coli}, {Salmonella typhimurium})",alternative
M17.005,"Mername-AA040 peptidase",real
M17.005,"leucyl aminopeptidase homologue ({Homo sapiens})",alternative
M17.006,"leucyl aminopeptidase-1 ({Caenorhabditis}-type)",real
M17.006,"HEMBA1003680 protein",alternative
M17.006,"LAP-1 g.p. ({Caenorhabditis elegans})",alternative
M17.006,"Mername-AA014 peptidase",alternative
M17.008,"M17 aminopeptidase ({Plasmodium} spp.)",real
M17.008,"aminopeptidase PfLAP",alternative
M17.008,"PfA-M17 peptidase",alternative
M17.009,"aminopeptidase yspII ({Schizosaccharomyces} sp.)",real
M17.010,"leucyl aminopeptidase ({Bacillus}-type)",real
M17.011,"leucine aminopeptidase ({Fasciola}-type)",real
M17.011,"CsLAP2 ({Clonorchis sinensis})",alternative
M17.011,"LAP1 ({Schistosoma mansoni})",alternative
M17.011,"LAP2 ({Schistosoma mansoni})",alternative
M17.011,"S-LAP ({Drosophila melanogaster})",alternative
M17.012,"PwLAP aminopeptidase",real
M17.013,"cysteinylglycinase ({Treponema denticola})-like peptidase",real
M17.014,"LAPTc aminopeptidase",real
M17.014,"EAN97960 g.p. ({Trypanosoma cruzi})",alternative
M17.015,"aminopeptidase pepZ ({Staphylococcus} sp.)",real
M17.016,"aminopeptidase A/I ({Helicobacter}-type)",real
M17.950,"similar to cytosol aminopeptidase ({Rattus norvegicus})",real
M17.A01,"At4g30920 ({Arabidopsis thaliana})",real
M17.A01,"aminopeptidase AtLAP2",alternative
M17.A02,"At4g30910 ({Arabidopsis thaliana})",real
M17.A03,"At2g24200 ({Arabidopsis thaliana})",real
M17.A03,"PM25 g.p. ({Arabidopsis thaliana})",alternative
M17.A04,"CG7340 protein ({Drosophila melanogaster})",real
M17.A05,"ZK353.6 ({Caenorhabditis elegans})",real
M17.A05,"lap-1 ({Caenorhabditis elegans})",alternative
M17.UNW,"family M17 non-peptidase homologues",real
M17.UPW,"family M17 unassigned peptidases",real
M17.UPW,"leucine aminopeptidase ({Staphylococcus aureus})",alternative
M17.UPW,"methionyl aminopeptidase BotP ({Streptomyces bottropensis})",alternative
M17.UPW,"Rv2213 aminopeptidase ({Mycobacterium tuberculosis})",alternative
M17.UPW,"TbLAP1 ({Trypanosoma brucei})",alternative
M18.001,"aminopeptidase I",real
M18.001,Ape1,alternative
M18.001,"aminopeptidase yscI",alternative
M18.001,"Lap4 ({Saccharomyces cerevisiae})",alternative
M18.001,"yeast leucyl aminopeptidase I",alternative
M18.001,"leucyl aminopeptidase I ({Saccharomyces cerevisiae})",index
M18.002,"aspartyl aminopeptidase",real
M18.002,"Ape4 g.p. ({Saccharomyces cerevisiae})",alternative
M18.002,"DNPEP g.p. ({Homo sapiens})",alternative
M18.003,"aspartyl aminopeptidase ({Plasmodium-type})",real
M18.003,"PfM18AAP ({Plasmodium falciparum})",alternative
M18.004,"apeA putative peptidase",real
M18.004,"apeA protein ({Clostridium acetobutylicum})",alternative
M18.004,"apeA protein ({Thermotoga maritime})",alternative
M18.A01,"At5g60160 ({Arabidopsis thaliana})-like peptidase",real
M18.A02,"At5g04710 ({Arabidopsis thaliana})",real
M18.UNW,"family M18 non-peptidase homologues",real
M18.UPW,"family M18 unassigned peptidases",real
M19.001,"membrane dipeptidase",real
M19.001,"antigen 49C",alternative
M19.001,"dehydropeptidase I",alternative
M19.001,"DPEP1 g.p. ({Homo sapiens})",alternative
M19.001,"dipeptidase 1",alternative
M19.001,"leukotriene D4 hydrolase",alternative
M19.001,"membrane dipeptidase",alternative
M19.001,"microsomal dipeptidase",alternative
M19.001,"renal dipeptidase",alternative
M19.001,"DPH Idipeptidase, membraneMDPdipeptidase, renal",index
M19.002,"membrane-bound dipeptidase-2",real
M19.002,MBD-2,alternative
M19.002,"membrane dipeptidase homologue 1 (mammalian)",alternative
M19.002,"Mername-AA015 peptidase",alternative
M19.003,"dipeptidase AC",real
M19.004,"membrane-bound dipeptidase-3",real
M19.004,MBD-3,alternative
M19.004,"membrane dipeptidase homologue 2 (mammalian)",alternative
M19.004,"Mername-AA016 peptidase",alternative
M19.006,"Mername-AA159 peptidase",real
M19.007,"thermostable dipeptidase ({Brevibacillus}-type)",real
M19.008,"Mername-AA290 peptidase",real
M19.011,"dipeptidase 2 homologue (rodent)",real
M19.012,"Caul_3875-type dipeptidase",real
M19.013,"GliJ g.p. ({Aspergillus fumigatus})",real
M19.950,"Mername-AA306 protein",real
M19.950,"PA5396 protein ({Pseudomonas aeruginosa})",alternative
M19.A01,"CG6154 protein ({Drosophila melanogaster})",real
M19.A02,"CG42750 g.p. ({Drosophila melanogaster})",real
M19.UNW,"family M19 non-peptidase homologues",real
M19.UPW,"family M19 unassigned peptidases",real
M19.UPW,"Cys-Gly dipeptidase GliJ ({Aspergillus fumigatus})",alternative
M20.001,"glutamate carboxypeptidase",real
M20.001,"carboxypeptidase G",alternative
M20.001,"carboxypeptidase G1",alternative
M20.001,"carboxypeptidase G2",alternative
M20.001,CPG2,alternative
M20.001,glucarpidase,alternative
M20.001,voraxaze,alternative
M20.001,"glutamate carboxypeptidase I",index
M20.002,"Gly-Xaa carboxypeptidase",real
M20.002,"carboxypeptidase a",alternative
M20.002,"carboxypeptidase S",alternative
M20.002,"carboxypeptidase yscS",alternative
M20.002,"CPS1 g.p. ({Saccharomyces cerevisiae})",alternative
M20.002,"glycine carboxypeptidase",alternative
M20.002,yscS,index
M20.003,"peptidase T",real
M20.003,"PepT g.p. ({Bacillis subtilis}, {Lactococcus} spp., {Salmonella} spp.)",alternative
M20.003,tripeptidase,alternative
M20.004,"peptidase V",real
M20.004,"beta-Ala-His dipeptidase",alternative
M20.004,carnosinase,alternative
M20.004,"PepV g.p. ({Lactobacillus lactis})",alternative
M20.005,"carnosine dipeptidase II",real
M20.005,"carnosinase CN2",alternative
M20.005,"CPGL putative peptidase",alternative
M20.005,"CG17337 protein ({Drosophila melanogaster})",alternative
M20.005,"CNDP2 g.p. ({Homo sapiens})",alternative
M20.005,"cytosolic nonspecific dipeptidase 2",alternative
M20.005,"N-beta-alanylarginine dipeptidase",alternative
M20.005,"glycylglycine dipeptidase",alternative
M20.005,"glycylleucine dipeptidase",alternative
M20.005,iminodipeptidase,alternative
M20.005,"Mername-AA068 putative peptidase",alternative
M20.005,"peptidase A",alternative
M20.005,"prolidase II (eukaryote)",alternative
M20.005,"Pro-X dipeptidase",alternative
M20.005,prolinase,alternative
M20.005,"prolyl dipeptidase",alternative
M20.005,"prolylglycine dipeptidase",alternative
M20.005,"tissue carnosinase",alternative
M20.005,"X-His dipeptidase",alternative
M20.005,"carnosinase, tissue",index
M20.006,"carnosine dipeptidase I",real
M20.006,"beta-Ala-His dipeptidase (mammal)",alternative
M20.006,"carnosinase CN1",alternative
M20.006,"CNDP1 g.p. ({Homo sapiens})",alternative
M20.006,"CPGL2 putative peptidase",alternative
M20.006,"Mername-AA104 peptidase",alternative
M20.006,"plasma carnosinase",alternative
M20.006,"serum carnosinase",alternative
M20.006,"carnosinase, serum",index
M20.007,"Xaa-His dipeptidase",real
M20.007,"aminoacylhistidine dipeptidase",alternative
M20.007,carnosinase,alternative
M20.007,"dipeptidase D",alternative
M20.007,homocarnosinase,alternative
M20.007,"peptidase D",alternative
M20.007,"pepD g.p. ({Escherichia coli})",alternative
M20.007,"X-His dipeptidase",alternative
M20.008,"carboxypeptidase Ss1",real
M20.008,"{Sulfolobus sulfataricus} carboxypeptidase",alternative
M20.008,CPSso,alternative
M20.009,"Mername-AA028 peptidase",real
M20.009,"carboxypeptidase/aminoacylase ({Pyrococcus horikoshii})",alternative
M20.010,"DapE peptidase",real
M20.010,"aspartyl dipeptidase",alternative
M20.010,"dapE g.p. ({Escherichia coli})",alternative
M20.010,"succinyl-diaminopimelate desuccinylase",alternative
M20.011,"carboxypeptidase PM20D1",real
M20.011,"hypothetical protein flj32569 ({Homo sapiens})",alternative
M20.011,"hypothetical protein 4732466D17RIK ({Mus musculus})",alternative
M20.011,"Mername-AA218 hypothetical peptidase",alternative
M20.011,"peptidase M20 domain-containing protein 1",alternative
M20.012,"Pep581 peptidase",real
M20.013,"Xaa-methyl-His dipeptidase",real
M20.013,"aminoacyl-methylhistidine dipeptidase",alternative
M20.013,anserinase,alternative
M20.013,"X-methyl-His dipeptidase",alternative
M20.014,"indoleacetyl amino acid hydrolase",real
M20.014,"IAA-aminoacid hydrolase",alternative
M20.014,"ILL2 ({Arabidopsis thaliana})",alternative
M20.015,"YxeP putative peptidase",real
M20.016,"BT3549 putative peptidase",real
M20.017,"Dug1 peptidase",real
M20.017,"Defective in Utilization of Glutathione 1 g.p. ({Saccharomyces cerevisiae})",alternative
M20.017,"glutamate carboxypeptidase-like protein ({Saccharomyces cerevisiae})",alternative
M20.018,"BC4143 protein",real
M20.019,"HMRA peptidase ({Staphylococcus}-type)",real
M20.020,"p-aminobenzoyl-glutamate hydrolase subunit A",real
M20.020,abgA,alternative
M20.021,"cytosolic beta-alanyl-lysine dipeptidase",real
M20.021,"PM20D2 g.p. ({Homo sapiens})",alternative
M20.021,"Mername-AA161 protein",alternative
M20.022,"LysK isopeptidase ({Thermus thermophilus})",real
M20.973,aminoacylase,real
M20.974,"acetylornithine deacetylase ArgE",real
M20.975,"acetyl-lysine deacetylase",real
M20.976,"allantoate amidohydrolase",real
M20.976,YlbB,alternative
M20.976,"AllC protein ({Escherichia coli})",alternative
M20.A01,"At1g51780 ({Arabidopsis thaliana})",real
M20.A01,"ILL5 g.p. ({Arabidopsis thaliana})",alternative
M20.A02,"At3g02875 ({Arabidopsis thaliana})-type peptidase",real
M20.A02,"ILR1 g.p. ({Arabidopsis thaliana})",alternative
M20.A03,"At5g56650 ({Arabidopsis thaliana})",real
M20.A03,"ILL1 g.p. ({Arabidopsis thaliana})",alternative
M20.A04,"At1g51760 ({Arabidopsis thaliana})-type peptidase",real
M20.A04,"ILL4 g.p. ({Arabidopsis thaliana})",alternative
M20.A05,"At1g44350 ({Arabidopsis thaliana})-type peptidase",real
M20.A05,"ILL6 g.p. ({Arabidopsis thaliana})",alternative
M20.A06,"At5g54140 ({Arabidopsis thaliana})",real
M20.A06,"ILL3 g.p. ({Arabidopsis thaliana})",alternative
M20.A07,"At4g20070 ({Arabidopsis thaliana})",real
M20.A08,"YgeY protein ({Escherichia coli})",real
M20.A14,"pes-9 g.p. ({Caenorhabditis elegans})",real
M20.A14,"R11H6.1 g.p. ({Caenorhabditis elegans})",alternative
M20.A15,"Y71H2AM.11 g.p. ({Caenorhabditis elegans})",real
M20.A16,"C44E12.1 g.p. ({Caenorhabditis elegans})",real
M20.A18,"DDB_G0279291 g.p. ({Dictyostelium discoideum})",real
M20.A19,"ylmB g.p. ({Bacillus subtilis})",real
M20.A19,"BSU15350 ({Bacillus subtilis})",alternative
M20.A19,"N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase",alternative
M20.A19,"thiQ g.p. ({Bacillus subtilis})",alternative
M20.A20,"rocB g.p. ({Bacillus subtilis})",real
M20.A20,"BSU37770/ipa-77d ({Bacillus subtilis})",alternative
M20.A21,"yodQ g.p. ({Bacillus subtilis})",real
M20.A21,"acetylornithine deacetylase form",alternative
M20.A21,"BSU19710 ({Bacillus subtilis})",alternative
M20.A22,"BSn5_04310 g.p. ({Bacillus subtilis})",real
M20.A22,"acetylornithine deacetylase form",alternative
M20.A23,"Bsubs1_010100013116 g.p. ({Bacillus subtilis})",real
M20.A24,"PF1185 g.p. ({Pyrococcus furiosus})",real
M20.A24,"acetylornithine deacetylase form",alternative
